SalePrice,Area,Bedrooms,Bathrooms,CarParks,PropertyType
420000,576,2,2,1,1
450000,734,5,2,2,0
385000,914,2,1,1,1
470000,554,4,2,2,0
490000,1827,2,1,0,1
352500,962,1,1,0,1
620000,606,5,2,2,0
659000,159,2,2,2,0
690000,824,3,2,1,1
498000,231,3,2,2,1
960000,683,3,2,2,0
308000,572,3,2,2,0
466750,1319,2,1,1,1
425000,448,3,2,2,0
245000,220,3,1,1,1
650000,221,3,1,1,1
300000,525,3,2,2,0
270000,2311,1,1,0,1
901000,59,2,1,2,1
410000,862,2,1,1,1
320000,398,3,2,2,0
242500,104,2,1,1,1
1245000,652,3,2,4,0
385000,648,3,1,3,0
410000,567,3,2,2,0
390000,375,3,2,2,0
1650000,341,3,2,2,1
467500,495,3,2,4,0
805000,62,2,1,0,0
325000,1654,2,1,1,1
520000,2323,2,2,1,1
920000,452,3,1,3,0
388000,533,4,2,2,0
470000,395,3,2,2,1
254000,270,3,1,1,1
920500,836,3,2,2,0
602000,629,5,3,2,0
430000,559,3,1,1,0
569000,226,3,2,2,1
536000,137,2,1,1,1
400000,419,4,2,2,0
1003000,488,3,1,1,0
396500,575,2,1,0,1
1150000,649,4,1,2,0
362500,579,3,1,1,0
380000,455,3,1,2,0
445000,877,2,1,1,1
410000,501,1,1,1,1
310000,190,2,2,1,1
395000,365,4,2,2,0
625000,63,2,1,1,0
942500,155,3,1,1,0
430000,834,2,1,2,1
494700,3003,2,2,1,1
457000,760,4,2,2,0
292000,576,2,1,1,1
395000,585,3,1,2,0
380000,451,4,2,2,0
240000,264,2,1,1,1
5200000,1456,5,3,2,0
300000,277,3,1,2,1
415000,533,3,2,1,0
486000,2323,2,2,1,1
370000,683,3,2,2,0
230000,1052,1,1,1,1
281000,288,3,2,1,1
270000,2107,2,1,1,1
327500,650,3,2,1,0
480000,680,4,1,1,0
355000,335,4,2,1,0
280000,245,2,1,1,0
690000,255,3,2,2,1
525000,509,2,2,1,1
335000,2049,2,1,1,1
490000,476,4,2,2,0
480000,580,4,2,2,0
330000,571,5,2,3,0
449900,447,4,2,2,0
440000,656,4,2,2,0
389500,73,3,1,2,0
450000,751,5,2,3,0
822000,836,3,1,1,0
1300000,1271,2,2,1,1
648880,2192,2,2,1,1
402000,526,3,2,2,0
1080000,658,1,1,3,0
440000,400,4,2,2,0
415000,366,3,2,1,0
442999,431,4,2,2,0
300005,722,3,2,1,1
550195,463,2,1,1,1
320000,868,2,1,1,1
448000,575,1,1,0,1
435000,650,3,1,2,0
1420000,676,3,2,2,0
950000,276,4,2,2,0
228000,788,3,1,2,0
395000,581,3,1,1,0
600000,735,4,1,2,0
359000,650,2,1,1,1
905000,655,4,2,2,0
861000,566,3,1,2,0
370000,650,3,2,2,0
780000,506,3,1,2,0
640000,819,4,2,4,0
388000,217,2,1,2,0
550000,3094,3,1,1,1
264000,366,3,1,1,0
616000,523,2,2,2,0
440000,628,4,2,1,0
357500,190,2,1,1,1
290000,785,3,2,2,0
223000,987,2,1,1,1
212500,500,4,2,2,0
1950000,282,3,2,3,1
315000,212,3,2,2,0
380000,490,4,2,2,0
900000,85,3,3,2,1
1962000,186,3,2,2,0
408000,982,1,1,1,0
720000,465,4,1,1,0
839000,1207,3,2,2,1
595000,448,5,2,2,0
700000,776,3,1,2,0
945000,522,3,2,1,0
402500,575,1,1,0,1
339900,180,3,2,1,0
924000,326,2,1,1,0
335000,583,4,2,2,0
760000,928,2,2,1,1
852000,551,2,1,2,0
729000,635,3,2,1,0
290000,92,2,1,1,1
420000,1290,2,1,1,0
710000,494,2,1,1,1
298000,536,3,1,2,0
345000,644,4,2,1,0
710000,483,3,1,2,0
640000,800,3,1,2,0
510000,784,2,1,1,1
340000,562,3,1,1,0
522000,595,4,2,2,0
765000,1215,1,1,1,0
322000,358,3,2,1,0
995000,398,4,4,2,0
345000,188,3,2,2,1
488500,483,4,2,2,0
2700000,3043,4,3,2,1
295000,599,3,1,2,0
460000,448,3,2,2,0
2607000,2846,3,2,3,1
450000,415,2,1,0,0
368000,656,3,2,3,0
304000,270,2,1,1,1
380000,323,3,2,1,0
380000,951,1,1,1,1
330000,563,3,1,2,0
449000,419,3,2,2,0
5030000,1030,5,4,4,0
328000,327,3,1,2,0
520000,687,4,2,2,0
610000,836,3,2,4,0
365002,3318,2,1,1,1
2300000,553,3,2,2,0
360000,605,3,1,1,0
360000,530,3,2,4,0
291000,143,2,2,1,1
375000,642,3,2,2,0
827000,668,3,1,2,0
960000,306,2,2,1,1
345000,3160,2,2,2,1
613000,119,3,3,2,1
352000,640,3,2,2,0
242500,1610,2,1,1,1
1180000,828,4,2,3,0
249000,150,2,1,2,1
456000,940,1,1,1,1
650000,167,3,2,1,0
448000,1653,1,1,1,1
835000,260,3,3,2,0
440000,560,3,2,2,0
718000,71,2,3,1,1
410000,448,4,2,2,0
375000,375,3,2,2,0
780000,743,2,1,1,0
475000,534,3,1,1,0
417000,124,3,1,1,0
392000,174,3,2,2,0
300000,688,2,1,2,0
225000,580,3,1,2,0
525000,550,2,2,2,0
287000,82,2,1,1,1
375000,375,3,2,2,0
856500,912,4,3,2,0
1100000,702,4,2,2,0
617000,220,3,2,2,0
470000,627,3,1,3,0
616000,714,3,2,2,1
245100,109,1,1,1,0
1060000,360,3,3,2,0
385000,310,3,2,1,0
315000,187,3,1,2,0
342000,589,3,1,2,0
310000,375,4,2,2,0
292000,589,3,1,1,0
1000000,560,5,2,2,0
587000,676,2,1,1,0
740000,740,5,3,2,0
450000,550,4,2,2,0
491000,858,2,1,1,1
380500,586,3,1,2,0
257000,306,3,1,2,0
439000,410,3,1,1,1
405000,413,4,2,2,0
1140000,258,3,1,3,0
675000,735,2,2,1,1
3000000,1330,3,3,5,0
1065000,662,3,2,2,0
210000,95,2,1,1,1
1055000,653,3,1,2,0
359000,609,4,2,2,0
585500,577,3,1,2,0
565000,141,2,2,1,0
445800,162,3,2,1,0
585000,696,5,2,3,0
774000,175,3,2,1,1
720000,465,2,2,2,1
1290000,364,3,2,2,1
330000,195,3,2,1,1
408000,602,2,1,2,0
385000,1430,2,1,1,1
330000,954,3,1,2,0
1070000,685,3,2,2,0
335000,156,3,2,2,0
595000,956,3,2,1,1
565000,2000,3,1,2,0
1040000,557,3,1,1,0
600000,251,3,1,1,0
375000,526,3,1,2,0
372500,2087,3,1,2,1
350000,340,1,1,1,1
650000,456,2,2,1,1
622000,659,3,1,1,0
485000,624,5,3,2,0
285000,1309,2,1,1,1
266667,151,2,1,1,1
820000,245,3,2,2,1
548000,420,4,2,2,0
345000,63,3,2,2,0
389900,262,3,2,1,0
315000,294,2,2,1,0
365200,420,3,2,2,0
750000,2127,2,2,1,1
367000,788,3,1,1,1
579000,1947,2,1,0,0
882000,670,4,2,2,0
735000,528,2,1,1,0
798000,2274,1,1,1,1
435500,975,1,1,1,1
412500,806,3,1,2,1
532000,263,3,1,1,0
455000,485,4,2,2,0
1100000,492,2,1,3,0
672000,138,2,1,2,0
335000,507,3,1,2,0
365000,227,3,1,2,0
455000,126,2,1,1,1
437500,480,3,2,2,0
450000,687,4,2,3,0
318000,293,3,2,1,0
459900,419,4,2,2,0
800000,705,3,1,3,0
300000,157,2,1,1,0
430000,600,2,1,2,0
481000,604,3,1,1,0
760000,238,4,2,2,1
750000,654,5,2,3,0
802000,506,3,1,2,0
340000,1915,1,1,0,1
240000,412,4,2,1,0
302000,533,3,1,1,0
575000,273,4,2,2,0
385000,525,3,2,2,0
385500,335,3,2,2,0
387500,832,1,1,1,1
701000,694,2,1,1,1
649900,148,3,2,1,0
750000,371,4,1,3,0
250000,127,2,1,1,1
477500,742,2,1,1,1
922000,775,3,1,2,0
587500,3003,2,2,1,1
680000,515,2,2,2,0
360000,293,3,2,1,0
337000,435,3,2,2,0
517000,812,2,1,1,1
3505456,1011,3,3,2,0
426000,2162,2,2,1,1
627000,900,4,2,3,0
382500,448,4,2,2,0
626000,789,4,2,2,0
625000,615,3,1,1,0
520000,647,3,1,1,0
383000,448,4,2,2,0
300000,706,3,1,1,0
305000,173,2,1,2,0
549000,2162,2,2,1,1
660000,726,2,2,3,0
335000,135,2,2,1,0
3000000,336,3,3,6,0
340000,197,3,2,1,0
379900,177,3,2,2,0
511250,289,3,1,1,1
345000,1782,2,1,1,1
600000,129,2,2,1,0
352000,657,3,2,2,0
426000,567,3,1,2,0
251000,580,3,2,3,0
389000,277,3,2,2,0
467000,576,4,2,2,0
356000,534,4,2,3,0
350000,190,3,2,1,0
1440000,562,2,1,2,0
440800,188,3,2,1,0
315000,448,3,1,2,0
945000,350,4,2,1,0
562000,297,3,1,2,0
505000,2804,2,1,1,1
400000,628,3,1,4,0
835000,465,2,1,1,0
350000,558,3,2,2,0
456500,2127,2,1,1,1
390000,1791,1,1,1,1
570000,111,2,1,1,1
617500,559,4,2,2,0
883000,259,3,1,1,0
420000,2505,1,1,1,1
888000,412,4,2,1,0
1800000,2238,3,2,2,1
376000,312,3,1,1,0
650000,438,2,2,1,0
220000,593,1,1,1,0
510000,495,4,2,2,0
341000,532,3,1,1,0
358000,301,3,2,2,1
342000,193,2,1,1,0
238000,580,3,1,2,0
310000,805,3,1,1,0
300000,510,3,1,1,0
870000,498,5,2,2,0
335000,311,3,1,1,0
405000,870,1,1,1,1
1575000,493,2,3,2,0
310000,563,3,1,1,0
315000,547,2,2,1,1
400000,481,3,2,2,0
1665000,747,5,2,5,0
455000,539,4,2,2,0
430000,651,2,1,1,1
470000,2127,2,1,1,1
380000,189,3,1,1,1
541000,465,4,2,2,0
517000,3003,2,2,1,1
1050000,691,4,2,2,0
356000,134,3,2,1,1
308000,400,4,2,2,0
369000,533,3,2,2,0
410000,594,4,2,2,0
1425000,327,3,2,2,0
510000,300,3,1,1,1
520000,1164,2,1,1,0
295000,182,2,1,1,1
420000,761,5,2,4,0
370000,576,3,2,1,0
462000,238,1,2,2,1
563000,3003,2,2,1,1
615000,213,4,2,2,0
372000,494,3,1,2,0
520000,641,3,2,2,0
392000,408,4,1,2,0
557230,1218,2,1,0,1
989000,451,3,1,3,0
1475000,881,3,2,2,0
275000,527,3,1,2,0
347500,1653,4,2,5,1
373650,385,3,2,2,0
870000,727,3,1,2,0
478000,536,4,2,2,0
280000,650,4,1,3,0
529000,1280,2,2,1,1
592000,950,2,1,2,1
370000,541,3,1,3,0
2350000,506,5,3,1,0
793000,998,2,2,1,1
1023000,975,3,1,2,0
545000,598,4,2,2,0
537500,2076,2,1,1,1
500000,448,4,2,2,0
1420000,774,3,2,2,1
445000,580,5,2,2,0
833000,255,2,1,1,1
2120000,816,4,3,2,0
1157000,585,3,2,2,0
392000,628,3,1,1,0
385500,682,5,2,2,0
465000,575,4,2,2,0
255000,580,3,1,1,0
863500,90,3,1,0,0
201002,1614,1,1,1,1
330000,154,3,2,1,0
377000,508,4,2,2,0
410000,300,3,2,1,0
1615000,457,3,2,2,0
383000,482,1,1,1,1
1565000,223,4,3,1,0
1280000,441,3,2,1,0
540000,201,2,1,2,1
387665,725,3,1,2,0
299900,212,3,2,1,0
554000,607,4,2,2,0
330000,390,3,1,2,0
235000,118,2,1,1,1
520000,784,2,1,1,1
612000,2238,3,2,1,1
605000,534,3,1,1,0
408000,697,3,1,2,0
1770000,845,4,2,4,0
590000,672,3,1,1,0
331500,3318,1,1,1,1
455000,814,4,2,2,0
416500,465,3,1,0,0
425000,399,2,1,1,0
870000,2230,2,2,1,1
636000,337,3,1,1,0
950000,683,4,2,2,0
592000,234,3,2,1,1
375000,154,3,2,1,1
1865000,401,4,4,2,0
440000,921,3,2,3,0
352000,748,3,1,4,0
652500,515,3,2,1,1
425900,635,3,2,2,0
641000,624,3,1,2,0
795000,238,3,2,2,1
815000,569,3,1,1,0
689000,229,3,2,2,0
865000,337,3,2,2,0
770000,359,2,1,1,0
355000,326,3,2,2,0
522000,519,4,2,2,0
295000,269,3,1,1,1
545800,1020,5,2,2,0
742500,188,3,1,1,0
1500000,697,3,2,2,0
420000,573,3,2,1,0
370000,445,3,2,2,0
355000,537,3,1,4,0
2550000,479,3,3,2,0
300000,2733,3,1,1,1
376000,448,4,2,2,0
280000,185,2,1,1,0
384000,634,3,2,2,0
411500,148,2,1,1,1
379000,629,3,2,2,0
462000,359,4,2,2,0
485000,639,3,2,2,0
2061000,849,3,2,1,0
570000,1248,3,1,2,0
247000,163,2,1,1,1
468000,171,3,1,2,1
640000,702,6,3,3,0
345000,697,3,1,4,0
394000,536,2,1,0,1
456000,594,3,1,2,0
275000,388,3,1,1,1
794000,663,3,1,1,1
2220000,202,4,2,1,0
260000,225,2,1,1,1
1612500,302,3,2,2,0
690000,729,4,2,5,0
260000,743,1,1,1,1
300000,530,3,1,2,0
640000,942,4,2,2,0
550000,649,4,2,2,0
445000,704,2,1,1,1
1280000,701,3,3,3,0
650000,697,3,2,2,1
355000,312,3,2,2,0
260200,300,3,1,1,0
685000,421,3,1,1,0
598000,66,2,2,1,1
1750000,660,3,1,2,0
350000,882,3,1,1,0
333000,313,3,2,1,0
500000,894,3,2,2,0
4860000,1137,4,2,2,0
325000,366,3,2,2,0
566000,513,2,1,2,0
354950,324,4,2,4,0
420000,1463,2,1,1,1
460100,581,2,1,1,1
461000,2309,1,1,1,1
410000,400,3,2,2,0
475000,465,4,2,2,0
513002,170,2,1,1,1
410000,716,4,2,2,0
315000,141,2,1,1,0
300000,685,2,1,1,1
574000,684,3,1,1,0
2100000,920,5,3,6,0
390000,848,3,2,2,0
740000,579,3,1,1,0
684000,2896,2,1,1,1
295000,665,4,2,2,0
460000,92,3,2,2,1
1030000,463,3,1,3,0
597500,179,3,2,2,0
1030000,859,2,2,1,0
425000,1212,2,1,1,1
447169,476,4,2,2,0
499500,292,3,1,3,0
504000,983,2,1,1,1
425000,610,4,2,2,0
445000,473,2,1,1,1
435000,955,3,2,3,0
645000,587,4,2,2,0
700000,736,3,1,3,0
530000,635,4,2,2,0
442000,1137,3,1,1,0
360000,812,1,1,0,1
1150000,674,4,2,2,0
360000,615,3,1,1,0
650000,626,3,2,1,0
868000,341,4,2,2,0
320000,407,3,2,2,0
387000,721,2,1,1,1
585000,1420,2,1,1,1
310000,607,3,2,2,0
645000,751,4,2,4,0
360000,594,3,1,2,0
1750000,1128,3,1,2,1
283000,2974,1,1,1,1
510000,703,3,1,4,0
642000,2238,2,2,1,0
521000,658,5,3,2,0
422580,132,2,1,1,1
230000,672,1,1,1,1
930000,627,3,1,1,0
570000,325,3,1,1,0
690000,244,3,2,1,1
412500,550,3,2,2,0
890000,705,3,1,4,0
545000,576,4,2,2,0
650000,1397,2,2,1,1
309000,734,3,1,2,0
335000,1181,3,1,2,1
460000,448,1,2,2,0
350000,2238,1,1,1,1
450000,192,3,2,2,1
891312,365,3,1,2,0
1200000,733,4,3,2,0
255000,260,2,1,1,0
400000,605,3,2,2,0
555000,408,3,2,2,0
1152500,554,3,1,1,0
545000,607,3,2,2,0
898000,380,3,2,2,0
410000,594,4,2,2,0
305000,1635,1,1,1,1
440000,435,4,2,2,0
560000,1085,2,1,1,1
290000,551,3,1,4,0
831000,594,3,2,2,0
333000,240,3,2,2,0
711000,387,3,1,1,0
401000,313,2,1,2,1
465000,350,4,3,4,0
620000,923,3,2,4,0
470000,453,2,1,2,1
426000,558,4,3,4,0
640000,3443,2,2,1,1
266000,197,2,2,1,1
591000,135,2,1,1,0
1181000,648,4,2,2,0
369000,2607,1,1,1,1
1630000,604,3,3,2,0
392000,385,1,2,2,0
400000,543,3,2,1,0
323000,650,3,2,2,0
302500,1265,2,2,1,0
265000,673,1,1,1,1
422000,870,2,1,1,1
373000,706,2,1,1,1
492000,739,3,2,2,0
625000,3182,2,1,1,0
681000,908,3,2,1,1
330502,530,3,1,2,0
668000,353,3,2,1,1
500000,697,3,2,2,0
756000,3037,3,4,2,0
490000,1820,2,1,1,1
625000,148,2,1,1,1
650000,859,3,1,1,1
591000,325,2,1,1,0
910000,479,3,1,4,0
400000,549,4,2,2,0
536000,133,2,1,2,1
1000000,1236,3,1,1,0
290000,330,2,2,1,0
555500,2321,2,2,1,1
385000,562,4,2,2,0
590000,362,4,2,2,0
327000,288,3,2,2,0
265000,309,2,1,1,1
342000,313,3,1,1,0
320000,183,3,2,2,1
432500,1752,2,1,0,1
490000,962,2,1,0,1
1520000,684,3,1,0,0
566000,576,2,2,1,1
580000,1001,3,1,2,0
340000,113,2,1,1,1
441500,989,2,1,1,1
650000,217,4,3,1,1
1695000,550,3,2,1,0
630000,666,3,1,2,0
2351000,591,3,2,1,0
240000,618,4,2,2,0
260000,350,2,1,1,0
260000,261,2,1,1,1
1000000,164,2,1,1,0
351000,420,3,2,2,0
292500,557,3,1,4,0
920000,613,3,2,2,0
645000,774,3,1,2,0
768000,557,3,1,2,0
883000,907,4,2,2,0
400000,522,3,2,2,0
770000,170,3,1,1,0
970000,253,3,2,2,1
355000,133,2,2,1,0
600000,1731,2,1,1,1
385000,300,3,1,1,0
340000,413,4,2,2,0
512500,1000,4,2,6,0
445000,636,4,2,2,0
3410000,270,3,2,6,0
426000,148,2,1,1,1
345000,1531,3,2,1,0
1080000,688,4,2,2,0
785000,744,2,1,1,1
672500,464,3,1,2,0
615000,384,3,1,1,0
580500,669,3,1,4,0
350000,607,4,1,4,0
285000,576,2,1,1,1
890000,297,4,2,2,0
281000,333,2,1,1,0
532000,851,4,4,2,0
1400000,880,3,2,1,1
325000,700,3,2,2,0
275000,1261,1,1,1,1
2530000,761,3,1,2,0
345000,595,1,1,1,1
968880,836,4,2,2,0
479000,1280,3,1,1,1
200000,456,3,2,2,0
621500,543,3,2,4,0
1850000,2018,3,3,2,1
300000,483,3,2,1,0
315000,596,3,2,2,0
485000,152,2,2,1,0
725000,2896,2,2,1,1
264000,580,3,1,2,0
250000,378,1,1,1,1
340000,513,4,2,2,0
287000,705,3,1,1,1
458000,703,3,2,2,0
363000,1937,2,2,1,1
430000,568,4,2,2,0
518000,651,5,2,3,1
325000,543,3,1,2,0
355000,2690,2,2,1,0
595000,907,2,2,1,1
340000,656,3,2,2,0
440000,515,3,2,2,0
855000,132,3,2,2,0
545000,1363,2,2,2,1
590000,404,2,1,1,1
340000,595,1,1,1,1
330000,513,3,2,2,0
527000,534,3,1,3,0
1975000,441,3,1,2,0
2215000,873,4,2,2,0
500000,610,3,1,2,0
373000,371,3,1,1,0
670000,334,2,1,2,0
466000,1363,2,1,1,1
1680000,583,4,2,2,0
2238000,2846,3,2,2,1
1440000,725,5,2,2,0
446000,2673,1,1,1,1
470000,575,3,1,1,0
930000,283,3,2,2,0
627500,951,2,1,2,1
1000000,557,3,1,1,0
1405000,858,3,1,1,0
370000,149,3,1,1,0
635000,239,2,1,3,0
535000,925,3,1,2,0
280000,308,3,2,2,0
660000,467,2,1,2,0
830000,609,3,1,3,0
450500,349,3,2,2,0
297500,625,3,2,2,0
285000,673,3,1,3,0
371000,161,3,2,2,0
796000,1418,3,2,3,0
205000,419,4,2,2,0
270000,1052,1,1,1,1
430000,411,4,2,2,0
515000,156,2,1,2,0
412000,3388,2,1,1,1
410000,873,1,1,1,1
3850000,1214,4,3,2,0
850000,620,3,2,3,0
325000,591,1,1,1,1
515000,322,3,2,2,0
447500,509,4,2,2,0
368000,1969,1,1,1,1
440000,692,3,1,1,0
300000,325,3,1,1,0
360000,300,3,1,1,0
367000,2105,1,1,1,1
300000,352,3,2,2,0
588000,438,3,2,2,0
341000,784,3,2,4,0
340000,741,3,2,2,0
350000,668,2,1,2,0
336000,208,2,1,2,1
1285000,860,3,2,2,0
320000,642,3,2,2,0
380000,550,3,2,2,0
585000,121,2,2,1,1
282000,624,3,2,2,0
705000,378,2,1,2,0
520000,641,4,2,2,0
396000,480,4,2,2,0
1352500,189,2,1,1,0
465000,569,4,2,2,0
357500,959,4,2,2,0
1110000,401,5,1,0,0
599500,1960,2,1,1,1
605000,648,4,2,2,0
368000,186,3,2,2,0
296000,420,4,2,2,0
835000,446,3,2,2,0
455000,632,3,1,3,0
477000,3057,1,1,2,1
1317500,386,3,2,1,0
460000,2201,2,1,1,1
610000,388,2,1,1,0
1189000,771,3,1,1,0
525000,826,2,1,1,1
683300,341,3,2,1,0
522000,703,4,2,2,0
320000,663,3,1,1,0
335000,762,3,2,2,0
741000,145,2,1,1,1
363000,536,3,2,2,0
360000,189,3,2,2,1
590000,772,4,3,2,0
1650000,690,3,1,5,0
545000,238,1,2,2,1
761500,534,3,1,2,0
522500,213,2,2,2,0
288000,864,4,2,1,0
548500,226,2,1,1,0
405000,346,3,2,2,0
625000,427,3,1,1,0
470000,872,1,1,2,0
365000,732,3,2,2,0
385950,311,3,2,2,0
340000,180,3,2,2,0
330000,187,3,2,1,1
355000,650,3,2,2,0
322000,648,4,2,2,0
475000,968,2,2,1,1
348500,2275,1,1,1,1
660000,263,3,2,1,1
482500,1653,4,2,5,1
422000,533,4,1,1,0
935000,764,3,1,5,0
430000,400,3,2,2,0
505000,511,4,2,2,0
1250000,697,2,1,2,0
428000,725,2,1,1,1
480000,603,5,2,2,0
550000,375,4,2,2,0
640000,2769,2,1,1,1
530000,400,3,2,2,0
397000,312,3,2,2,0
386943,393,3,2,2,0
325000,534,3,2,3,0
1000000,534,2,1,2,0
402000,482,3,2,2,0
645000,2703,2,2,1,1
445000,462,3,2,2,0
505000,1136,2,2,1,1
390250,634,3,2,2,0
515000,676,3,2,2,0
560000,318,4,2,2,0
500000,400,4,2,2,0
375000,648,3,1,2,0
300000,589,3,2,1,0
500000,852,2,2,3,0
545000,1226,2,1,1,1
920000,206,2,1,1,0
416000,400,4,2,2,0
1350000,1626,3,2,2,1
415000,434,4,2,2,0
1105000,523,2,2,5,0
415000,475,3,2,2,0
375000,389,4,2,2,0
455000,1752,2,1,0,1
320000,2623,2,1,1,1
388250,581,4,1,2,0
802500,472,2,1,1,0
279000,484,3,1,2,0
330000,647,3,2,3,0
465000,646,4,2,2,0
1365000,705,3,1,1,0
374000,399,4,2,2,0
525000,401,4,2,2,0
620000,1752,2,2,1,1
210000,418,1,1,1,1
565000,70,2,2,1,0
660000,782,4,2,2,0
334000,691,3,1,2,0
400160,619,4,2,2,0
615000,886,3,2,1,0
402500,575,1,1,0,1
335000,448,3,2,2,0
530000,611,4,2,2,0
432000,630,3,1,4,0
425000,338,1,1,1,1
334000,832,1,1,1,1
508000,789,3,1,2,0
360000,562,3,2,2,0
275000,580,3,1,1,0
675000,502,3,1,2,0
1815000,292,3,2,2,0
807500,360,2,2,2,0
320000,781,3,1,1,0
473100,78,2,1,1,1
2225000,922,4,3,2,0
673000,302,3,2,1,0
555000,169,3,2,1,1
438000,1951,2,1,1,1
475000,510,4,2,2,0
1719000,858,3,1,2,0
320000,532,3,2,2,0
425000,824,3,2,2,0
2450000,332,4,3,1,0
357000,650,3,1,1,0
680000,540,4,2,2,0
497000,1126,2,1,1,1
4065000,706,5,3,6,0
255000,396,3,1,2,0
515000,786,1,1,1,1
271000,270,3,1,1,1
440000,506,4,2,2,0
345000,595,1,1,1,1
975500,580,4,2,2,0
370000,688,3,1,8,0
330000,547,2,2,1,1
730000,1032,5,2,2,0
355000,1646,1,1,1,1
232500,670,2,1,1,1
227000,154,2,1,1,1
2200000,676,3,2,2,0
870000,470,3,1,1,0
1421000,663,4,2,2,0
382000,566,4,2,2,0
840000,685,5,2,2,0
520000,199,2,1,2,1
585000,1071,3,1,1,0
263000,170,2,1,1,1
480000,176,2,1,1,1
405000,127,2,1,1,0
290000,561,3,1,1,0
365000,1958,1,1,1,1
287000,200,3,1,2,1
480500,151,2,1,2,1
525000,474,4,2,2,0
320000,831,3,1,2,0
482000,2416,2,1,1,1
393680,216,4,2,2,1
600000,213,2,2,2,0
615000,700,4,2,2,0
1250000,1705,3,1,1,0
1430000,330,2,2,2,0
390000,390,4,2,2,0
355000,635,4,2,2,0
510000,255,2,1,2,0
369002,806,2,1,1,1
330000,1110,1,1,1,1
400000,2076,1,1,1,1
303050,157,3,2,1,1
580000,191,3,2,2,0
459000,400,4,2,2,0
312500,610,4,1,2,0
497000,651,4,2,2,0
270000,241,3,1,1,1
505000,589,3,2,2,0
1610000,534,4,2,4,0
300000,762,3,1,2,0
450000,850,3,2,2,0
860000,377,3,1,2,0
1790000,669,4,2,4,0
720000,163,3,2,1,0
688888,278,3,2,1,0
695000,694,3,1,4,0
362500,582,4,2,2,0
348500,3318,1,1,1,1
305000,244,3,1,1,1
495000,703,4,2,2,0
320000,840,2,2,1,1
432000,94,3,2,1,0
531000,167,2,1,1,1
378000,2311,1,1,1,1
345000,424,3,2,2,0
555000,1037,3,2,2,1
397500,1011,1,1,1,1
301000,1010,2,1,1,1
357500,850,2,1,2,1
497100,110,2,1,1,0
430000,601,3,2,2,0
1350000,516,3,2,2,1
400000,663,3,2,2,0
600000,490,3,1,3,0
525000,580,4,3,2,0
325000,218,3,2,2,0
440000,805,4,2,2,0
490000,2126,2,1,1,1
350000,566,1,1,1,1
370000,592,4,2,2,0
810000,850,3,2,1,0
362500,689,3,1,2,0
300000,180,2,1,1,1
443000,666,3,2,2,0
368000,616,4,2,2,0
610000,266,3,1,1,1
416001,512,4,2,2,0
459000,666,3,2,2,0
650000,686,3,1,1,1
815000,245,3,2,2,0
465000,254,2,1,1,0
328000,595,1,1,1,1
275000,525,3,1,1,0
360000,271,2,1,1,1
382500,785,3,1,2,0
430000,250,3,2,1,1
457000,1827,2,1,0,1
320000,300,3,2,1,1
745000,687,4,1,3,0
1309000,585,4,2,4,0
440000,705,3,1,2,0
535000,743,3,1,1,0
1000000,826,5,3,2,0
500000,337,3,1,4,0
355000,213,3,2,1,0
382500,432,3,2,2,0
390000,1910,2,1,1,1
425000,448,3,2,2,0
250000,289,3,1,1,0
255000,816,2,1,1,1
685000,604,3,1,2,0
730000,855,3,2,2,1
580000,635,2,1,1,1
510000,3003,2,2,1,1
275000,217,3,2,1,1
710000,1000,3,3,2,0
1075000,1890,4,2,2,1
305000,338,3,1,2,0
900000,749,5,3,3,0
395000,330,3,2,2,0
1240000,818,4,2,4,0
430000,1731,1,1,1,1
571000,1278,2,1,1,1
526000,3003,2,1,0,1
2315000,578,3,1,2,0
785000,498,2,1,2,1
617500,149,3,1,1,0
277000,829,4,2,2,0
417500,988,2,1,1,1
838000,2230,2,2,1,1
385000,489,3,1,1,0
470000,1752,2,1,2,1
390000,998,3,2,2,1
858000,332,4,3,2,0
1008000,838,3,3,2,0
712000,1408,2,2,1,1
358000,525,4,2,2,0
865000,1138,3,1,1,0
323000,1781,2,2,2,0
522500,748,3,2,2,0
298000,829,3,1,4,0
364000,665,3,2,2,0
262000,756,2,1,1,1
355000,1969,2,1,1,1
294000,400,3,2,2,0
340000,300,3,2,1,0
874000,295,4,4,2,0
692500,176,2,2,2,0
475000,462,3,1,2,0
688000,612,3,1,1,0
445000,602,3,1,4,0
1330000,339,4,3,2,1
300000,368,4,2,2,0
315000,528,4,2,2,0
265000,1595,1,1,1,1
275000,198,2,1,1,0
295000,415,3,2,2,0
689000,207,2,2,1,0
1305000,126,2,1,1,0
217000,108,1,1,2,1
485000,400,3,2,2,0
375000,553,3,2,2,0
1675000,277,4,2,2,1
527000,450,2,2,1,1
390000,499,4,2,2,0
800000,697,4,2,2,0
369000,524,1,1,1,1
345000,878,1,1,1,1
525000,827,4,2,2,0
1550000,660,3,2,2,0
525000,830,3,1,2,0
380000,134,3,2,1,0
3350000,535,2,3,8,0
785000,371,3,1,1,0
1357500,244,2,1,1,0
640000,587,4,1,2,0
652000,257,2,2,1,0
440000,497,4,2,2,0
317000,300,3,2,2,0
510000,576,4,2,2,0
750000,1017,4,3,3,0
842500,326,2,1,1,0
628000,211,2,1,1,1
1800000,1270,2,2,2,1
250000,142,1,1,1,1
865000,654,3,1,2,0
340000,388,4,2,2,0
